Text,Sentiment
"cm 30 min - ema below. short thx user - position yet,",-1
jva moving nicely,1
hum 72.6 strong get way back 71 70.,-1
"green daily triangle mh,....open sell short 3.93",-1
gmx penny soon ?,-1
mon quickly investor forget massive beat earnings reported jan. big uptick 2013 guidance. short minded. spy xb,1
aon eaches new 52-week high. ong beat 59.13. stop loss 58.79,1
swi still small put context still look good,1
spy triggered 10:30 sorry _ got tied aap,-1
"ocn small entry, low volume decline support",1
bac ally resume fed minute digested imho.,1
"goog notice volume still coming days, look solid",1
"ctgx like u/c winner nice recovery, uptrend intact.",1
htz reasonably tight consolidation far last week advance,1
aee say utility boring,1
bac based tech analysis reach bottom today. rise rest day (minus reaction fed minutes),1
"en take profit run. nice run up,but over. wal-mart sale who got money new house. se",-1
aon stop os 58.96 beating 59.30,1
ast week interesting tiny amount good news huge pop aap everybody want take,1
wen ho hum lot love today. ca,1
"ed weekly triangle fnfg,...net profit 21,240.00 (2.71%)",-1
vxy #fed pomo flowing zb_f g jpm m bac - free cash squeeze derivative pop market 1546 es_f target,-1
vxy buy spw 15.75 target near term solars new squeeze zone. vxy 0.,-1
valentine & winthorpe gonna pick dvax starting tomorrow,1
"green weekly triangle fnfg,....open sell short 8.22",-1
"green weekly triangle fnfg,....open sell short 8.22",-1
"green weekly triangle fnfg,....open sell short 8.22",-1
dnkn love dunkin donut right here!,1
nvda working far still holding though.,1
goog glass coool,1
wen 5.65,1
g conviction buy stock pside: aap,1
glade im fully hedged mcp 7 put friday. think ill settle done trade,-1
aap 5 min - w/ overlaid,-1
user reporting nvda tegra 4i solid gp integrated modem perform well launch. great!,1
"user think name t4i red flag. sure thatd impact value proposition. given source, sound net bullish nvda",1
spw ...almost time daily short,-1
bot ec 2.65,1
"(given general negative bias come nvda, one read line user )",1
ec look poised breakout next day attention appears returning sector,1
bac small fomc minutes... resume close green imo !,1
aap 15 min - im otus position trying emulate user,-1
ec breakout imminent.,1
user - cm thx party invite. along ride.,-1
phi software auto sold one cutting loss one -5% trade.,-1
eading stock continue breakdown even though major index one day multi year highs. exp soda ko kbh ad oas fb,-1
odp dropped 4 high vol. #fallingknife,-1
"ed daily triangle heo,..... pdating ong short position",1
aap cm - following strategy take profit b4 close.,-1
trouble homebuilder recent data... xhb phm dhi,-1
cox short looking good well see bell.,-1
wonder metric elon musk try get analyst focus matures grows public company ...#notacarcompany tsla,1
"c - say whatever like 6mo, thats 9mo long head-n-shldrs folk 1yr",-1
"damn near impossible get c anything scalp long-side til see 21.50, least-18 possible.",-1
wmt expect miss late last week materialize tomorrow morning... ong 67.50 put,-1
user meanwhile ma9s decaying... swhc,1
"pay barrons blog: verifone plunge 25%: warns fyq1, q2 miss mile - disclosure short pay",-1
"aap short setup: catalyst could counter (whoa, remember aap catalysts?) 425 tgt, 435 resis",-1
wmt dj wal-mart de mexico 4q earnings slightly expectation,-1
"wmt added call today, might good , gapped earnings last 2 times, rose next two week",1
"glad sold pay around 31,i tempted buy back in, touch till dust settle,its norman land",-1
aap (65mims) bear flag work (i watch volume confirm those),-1
video- ice short part ii.,-1
thats folk cf #cliffs natural #h&s say much lower #beep beep!,-1
"spy, es, define risk always, keep size proportionate, risk u afford lose..",-1
jack gb bk burger stock fire wen need catch up.declining employment mean rising burger index.,1
nvda zte ship first tegra 4 phone mid-2013,1
#sec launch #investigation #citron company eleased inaccurate information ddd short sell profit,1
pay verifone price target lowered 15 27 deutsche bank - 1 4 massive downgrade - disclosure: short pay,-1
wmt im still short....,-1
wmt look number see business slowing!,-1
hsni missed expectations: 4q2012 eps diluted 1 v 1.04 consensus v 1.06 whisper,-1
wmt enough cash hand id shorting right,-1
ibm double investment mobile. analysis ibm: & broader mobile movement:,1
"psti consolidation mode, close triangle breakout & bollinger band volatility squeeze",1
yesterday earnings cnk suggest 25 handle 30,-1
cat gap fill area approaching. filled next days.,-1
estimate move lower safm eps trend line break likely today support 47,-1
"wmt boom:feb sale started slower planned,due . . .to delay income tax refunds, bill simon,ceo wmt.s #itswosethanyothink",-1
"gdx gc_f gd ngt squeeze jpm comex short - getting away murder, tx",1
"ibm trading box (also50ema.. bottom box resistance holds, downside.",-1
ec look like another day heavy volume/accumulation. could get interesting.,1
"ed daily triangle heo,....cover short position,...net profit 76,560.00 (7.46%)",1
aap 30 min - walk away. out.,1
call crazy buying aap 0_o,1
also bought bac vod. catching knife here.,1
"fio onger high flier, ong-term story intact?",1
cbmx long 4.90 -4.95 play thru 5.00,1
user: cbmx long 4.90 -4.95 play thru 5.00 - selling half 5.20 raise stop rest,1
ea nice move (long),1
swhc added march 9 10 here. im done.,1
dvax buyem,1
wmt opening range 30 min. jpm comment negative. position,-1
user: f foot ocker increase quarterly dividend 11% 0.20 per share. ong beat 34.86. stop loss 34.64,1
"bac loses 50 day, whole market go imo...",-1
"me, look like double top hd?",-1
athx macd cross,-1
c - doubted me; today official break/trigger h&s pattern - lower price coming up.,-1
dvax valentine & winthorpe buying,1
"ed weekly triangle sd,....pdating",1
aap 200? user could buy w/ v 137 cash bank! give kool-aide #mediawhore,1
fo short working great 4 since posting yesterday!,-1
swy option bear buy put betting 500k 10% move,-1
fo took 40% short,-1
"green monthly triangle isis,....scaling",-1
cbmx unbelievable!!!!!!! happy sell good calling exact top,1
fo short test 50dma awesome trade 4 2 day,-1
"qco one favorite value stocks. zero debt, great margins, low p/e peg, soaring income. long!",1
"green weekly & monthly triangle hban,....pdating",-1
pk watching decent spot get,1
ec big picture.bullish b/o symmetrical triangle confirmed expanding volume.buying dip,1
bac thank greedy guy bought share 11.99 yesterday hit stop. im sure theyre investor.,-1
"ed weekly triangle sho,....pdating",1
"bac breaking down, spy next!",-1
"faz explode, get eady, bac broke 50 day!",-1
mb nice action breakout,1
case u watching jcp closely. look volume spike.,1
"ed weekly triangle dvax,....scaling p",1
"v look visa, champ, textbook bounce support outperforming",1
mhk > meant say td buy setup nderway?,-1
gmc another one thats holding well selloff,1
"green weekly triangle fnfg,....scaling",-1
odp hanging dear life...,-1
kkd let put cup handle earnings,1
"user igreed aap einhorn hold weekly conferences, would help stock! look like helped whole mkt >it work nsdq p",1
aap tip tc.. tim tmi raise div buy back stock,1
bac 11.52 small resistance...,1
hpq user option guest bloomberg tv said buy march 18 call also hedge selling feb 17.50 call guest,-1
software stopped u nsph today 5% loss trade. still hanging tight ha -,-1
pcyc volume everything! posted video sound,1
"green weekly triangle cytx,....net profit 31,761.00 (11.09%)",1
hpq bought march 19 lotto call close... case!,1
ops misstype ! user better buyback bac 12.62-65 high volume imo,1
tie user s #fashology theme... goog + warby parker.,1
user: bac whats play short term ?>> depend economic data + stresstest - ong term?>> 13-14.00,1
wen need take 5.60 next leg up. adx macd +ve,1
aap itoilet care get stock back 480.,1
mcd bear flag daily.. need hold 94-93...,-1
"trade idea buy goog 795, target 980, cut 740",1
xco gift matter looked oversold undervalued imo price ng correlated possible correction : vxx,1
ddd ssys xone nice entry dip toe cimt 9 beat street everyway much potential : ngt fcx co nice entry imo : vxx,1
user amzn holding 50dma diamond pattern. ooks good higher prices...imo,1
bac fed bullard: fed policy stay easy ong time,1
day pay ...market react yesterday! 5.2 forward p/e gift!,1
pre-market winners: hpq apo aig cog etfc fa gdi edc t cog aig onxx tna db,1
pre-market osers: nfx ax anf vxx isg jwn,-1
short wg stk sn npsp mm ndc hao,-1
znga approved nevada gambling license help drive revenue,1
aap yesterday prediction 200/share thinking maybe split finally double dividend?,1
looking jcp finish ystdys move 22.50....#shortterm,1
user bac struggling get moving today? > imo fill gap & go p !,1
"jcp next bby (imm) gmc, nfx? action would certainly indicate such.",1
"green weekly & monthly triangle isis,....net profit 75,852.90 (4.93%)",1
dvax rocket time hold long 2.99,1
adding short wynn,-1
"green weekly & monthly triangle isis,....net profit 75,852.90 (4.93%)",1
save edge up; analysis + look budget carriers: yaay,1
"ed daily triangle depo,....open ong short 6.66",-1
"pay run, short covering action, waiting small enter...im always late!",1
"pk still swing shares, still least 17milion share feeling pain still short",1
"goog reminds much aap sept bouncing around time high.. new product horizon, time sell, buy back later",-1
sfy - attempting short stroke breakout forming 3 week tight pattern. study,1
"ed daily triangle cytx,....open ong short 3.38",1
md steady gainer since mid january. one alternative bakken picks. north dakota piece here: cp iet,1
goog doomed user calling coo! se se se,-1
"user: bull trying keep market green, tell struggle. nasdaq 8 pts. aap fading",-1
wbmd trade move thru 20.00 long scaling 19.75 - 19.80,1
cf trend over. time step aside wait next one.,-1
"eon 2.78, stop 2.74",1
nfx failure today 182.50-183 bode well next week. top list short mon. w/ close 180,-1
"green daily triangle mnk,....net profit 9,587.50 (5.32%)",1
watching g closely today trend-line. leading spy down.,-1
"ed daily triangle heo,.....pdating",1
"an, wbmd, box, like box best chance continued run-up tomorrow",1
aap 451 could start ankle grabbing session 0_o,1
v fyi: tagged 50ds yesterday also touched multi-year trendlines. good spot long (holding).,1
obligatory monthly post ma 2010 uptrend. february 2013 update: still going.,1
v price sitting 2011trendline speak.,1
user follow closely scaling plan every level without dough csn,1
im heavily betting syx monday earnings.,1
bullish znga [online gambling legalize nev],1
ec pulling back rising 50sma low volume. golden cross daily. react,1
aap 450 going hard open interest week exp.,1
user: goog rolling aap rolling up...rotation time. always bothered goog 10x le vol? fast exit,-1
ev buying pullback strong stock; entry 39.74 stop 38.02,1
"goog traction,no vol, 3rd day lower, last option day month... flush?",-1
user:glass potential make everyone spy creep goog ~ appeal hipster & pervs & voice cmd bad siri oh-no,-1
nfx anyone else find delightfully amusing hit series titled house cards?,-1
emember microsoft one world valuable company govt conspired take down? apple know too. aap,-1
short wynn. still think weve seen least short term top.,-1
ta nice move since shorting 88.60 carry overnight.,-1
gpn groupon bear bet 20% move march 1st buying 5k put,-1
"ip sneaky breakout second go close, waited day one",1
chk consistently pushing 20.00 mark & 50 day arching nicely 200,1
#insurance stock time highs! aon tv wb weeeeee spx spy,1
ana & amn bounced double bottom - may see test back 9.00 ana 8.75+ range,1
cbmx - history repeated another hge day - look bgmd tek exact pattern - cbmx float 1mill - tek 2.4,1
dvax witnessed record number call put contract busy trading session.,1
opk broke sideways consolidation 5% rally close resistance 7.,1
idcc breakout either side closing basis may give good direction. 50sma acting support,1
yhoo sitting highs. interesting see break 21.5 next week,1
nfx break 178.23 w volume may retreat support 160. short-term bearish,-1
"zcs got alert morning, bid 0.89, ask 1.46",1
hpq awesome breakout. buy dip,1
"ntsp big winner #13for2013 week, 25% due buy-out.",1
"dnkn digesting gain selling pressure, pullback 50-d would healthy #13for2013",1
"ft - stock extended, take profit & look new base form #13for2013",1
"nkd well moving averages, look som eprofit taking & new base formation #13for2013",1
"ssys currently 200-d ma, look min 8 week base form (would healthy) #13for2013",1
action last week look like cw may heating big run #3,1
"short list monday, azk cenx dakt emk io mvg qty sn stk ta vocs",-1
"dakt short 9.88 / 100sma break, ideal flat/trendless/red spy, trade relative weakness",-1
eading stock analysis updated failing breakout & high vol 50dma break confirm correction. aap fb ddd es_f,-1
ctic looking scale back long monday hoping sub 1.30 stock,1
daa nice double bottom formed scale buy 1.00 bullish,1
"cbk long 6.22, want back top range 6.60s ?, hammer 50sma & 01/31 low, light vol inside day",1
chk ove consolidation big move up.strong support 20.watch move 21,1
xx - cheap name ready clear bull flag volume continues.,1
nke bull penant?,1
end added list best stock pick - trade alert sent members.,1
ice added best stock pick short trade. took profit short last thursday,-1
bbg short 14.86 wait 14.79 break 02/04 low,-1
h 48.20 first small trade second line,1
vxx vxy may play spy qqq dia may pull back watch ng gaz aap gd sv accumulation gdx ngt,1
jcp aaaand go sg &a increase . . . #oscas2013,-1
omex - tv tonight show called silver ush - huge potential check -,1
nkt - get 9.60 go thru 10.00 radar watch!!!!!,1
"ni 2,60 run hard. ong",1
iking user email got deck useful cc user,1
"aim look interesting trade, look open 1/2 po",1
pre-market winners: si fa db tot htz asm ex tna e nkd,1
pre-market osers: ddd dd deo dst pso vxx fxy gsk io ngg,-1
ddd split today stock 12+% 33.25 cheap growth expectation point imo nice dip toe : vxx spy,1
omex 3.50 may b/out!!!,1
"chk 6,600 weekly 20.50p bought vs. oi 148",-1
omex sold 3.52 buying back 3.43,1
ddd dipping long - oversold split adn earnings confusion,1
aap next resistance trendline 463.. go aapl go..,1
"back ascending triangle resistance breaking last week, bear trap",1
"gd sv p abx fcx ay ngt - gold ebounds per euro progress, attention fed report",1
user: ddd split today stock 12+% 33.25 cheap growth expectation point imo nice dip toe,1
bac told last week people trade..next entry 11.65 high volume imo !,1
nfx anyone noticing weak candles/support last hour?,-1
ddd ... safe italian b/s :),1
ridiculous move nflx. cant believe still going too. im obviously short. x-(,-1
ddd come 40! got call 0.15 avg would ove pay itm :),1
far look like wynn failed 50ma,-1
"ed daily triangle dvax,....net profit 900.00 (3.78%)",-1
"bought little ftnt. hacker attacks, needed cyber security portfolio",1
"hig fast money crew bright, buy hig cause 1% news o! genius! tomorrow might 3%...",-1
"ed daily triangle depo,.....scaling short position pdate",1
vz making new high,1
ddd need clear 35.80 get 38 else were gonna get short term chop!,1
pa 1.42 pulled back quite bit due shortage pa ppt great long term outlook along swc,1
short gmn sina ta working well. covering cve.to small loss,-1
aap apple stock 36% lower september high.,-1
"covered ta short nice profit . careful tomorrow, bernanke consumer sonfidence numbers. pare positions. spy",-1
last stance spw pump dump collapse 11.63?,-1
"user: ddd motley fool apologizes wrong math, accounting stock split. guidance much higher reported most.",1
dg dollar general option trader buy 10k call betting 1.85 million move april,1
still looking nflx drop back 183.,-1
news apo ?,-1
"there reason znga one of, largest, lobbyist online gambling",1
user: cash 33% apple market cap aap,1
vz playing nicely last week video. spy,1
goog update alert: almost 100% today! harm selling half let half ride trail stop,-1
bac next stop 10.50,-1
"ed monthly triangle kwk,....scaling",1
cvm announced taiwanese partner added two additional clinical center phase iii cancer clinical trial multikin,1
axn becoming interesting near multiple bottom. made lot day ago,1
anth cpx monitoring stricly,1
aap may wise hold buying #aap till fix second security bug. better patch fast!,-1
sps subtle (bullish) close. 1 year (weekly),1
"wmt next level resistance 71.70, 72.60, nuthin air (note self: fill gap nicely)",1
"xco looking good, user may onto something here, big seller june 6 put bit floor",1
aap goog imo stock split wealth effect exbuy100 share wmt in1970 worth 14+million receiving 300k+yearly sdiv ex ko gi mcd etc,1
"bax holding trendline, nice r/r",1
market wrap video + addition watch ist including: avp eoc infi see swy tat,1
everyday great hangout experience business use case... goog,1
"pat one es, spy update",-1
"es, pat two, update",-1
"e spy, part three final update..hedge define risk ...",-1
nvda nvidia show phoenix reference phone mwc 2013,1
watch sgy break downward trend line upside potential move 23.50,1
"user: user really believe open fade sold bac 11.14> hard say, stay 11.10 imo",1
gd sv ngt abx fcx nem - goldman sachs cut forecast gold price 2013 2014,-1
hd bullish it?s results. ong beat 67.24. stop loss 66.64,1
user: hd bullish it?s results. ong beat 67.24. stop loss 66.64,1
"swi still holding well, yet emerge consolidation",1
"jpm 4 last 8 day saw distribution, may yet test 50dma, little damage done longer-term",1
would play wait see adding spw: adding scty dips:,1
swy watch list close line volume 16% full day average,1
v might still get flush 152 longer-term solid,1
app eric beder brean capital launch app: nsinkable brand: initiating coverage app buy ating & 2 pt,1
aee quiet refuge recent storm,1
doe looking pretty ugly,-1
axti starting look strong again. 3x avg volume. first upside target 3.6,1
"aap still hoping big split shareholder meeting, bring value investor chase away hedgies",1
user: apo : shot setup posted last week. would look book gain u played one study,-1
aap new strategy.. purchased jan 2015s able scalp premium back .. time,1
"m making turn back here, 23 call cheap!",1
"short ideas, digesting recent gains. bid cf apo mcp fcx nem intc c iag ak aap & more.",-1
short idea digesting recent gains. bid cf apo mcp fcx nem intc c ak aap downside remains.,-1
"ed daily & weekly triangle depo,...cover short net profit 24,338.00 (3.31%)",1
aap never imagined aapl dump long bby nok,-1
pphm ike said jump ship foot wet...,-1
"f, gm, slammed consumer report auto tm, top",-1
user: pphm damn. sorry folks. pharms getting taking shed today.,-1
user: pphm big drop,-1
user: pphm next year right next year lol thats said last 15 years. ock put e jail done,-1
user: cancer trial sabotage who going jail first. worked saboteur fbi figure out. pphm dndn jail time soon,-1
nb steal level.,1
beaten large cap technology stock leading intra-day short squeeze. intc bid aap,-1
long aap 439.5,1
zcs pps dollar. reason stopping going 5 dollar more. imho....,1
"v pounding table one, outperforming spy, ma, need follow thru seal deal",1
hn trying hold bottom channel,1
aap mo add dow --- 4 6 1 split,1
"aap know tail wagged dog (3m shares!) whole mrkt & holding (except fb, bby)",1
aap little pop taste hedge fund pile back in. bewae shorts. coming soon.,1
aap value 450 share? keeping plaything ultra rich (and u like play pool?),1
"cvx think there good point enter one second trade sell. since testing one broken support, resistance.",-1
xco 6.52 technical support 6 min downside nice upside largest shareholder wilbur os ng price caution os sell,1
aap rumour news? #idontthinkso know many seller 437,1
"sii sold 1/4 position 2.09 today..wanted lighten stock going uncertainty week, still largest holding",1
aap ok bear pool!,1
aw eod trade catch short long 2.18+,1
amn ay fcx abx goo gdx gdxj gdx gggg gt near low nice entry point gd sv exposure pay sdiv,1
user: znga 3 report nj signed online gaming bill...,1
svm come approx50% sv price may swing straddle option h svc si miner gain exposure sv dsv hdge,1
znga zynga close timonium video game studio broader consolidation feb 26 17:38 - ticking post = ong: znga,1
pzza sold big high volume close.then announce restatement.market rigged??nahhh!,-1
"mon si declining, downward trend, 98 support weakening, 8 & 20 dma curling down. 96 next.",-1
avy 92.66,1
ev 40.72,1
exh 24.90,1
stz 45.00,1
aap surprise #apple go much lower #done mean much lower done,-1
nfx 175.39 sell short,-1
aap apple support user,-1
ni time run higher. breaked descending line,1
trade idea tif psn f-short,1
apa perfected demark sequential 9 buy today..started long yesterday.,1
gmc watching 30 flag,1
hban huntington bank aunches spartan debit card michigan state niversity fans. ong beat 6.92. stop loss 6.86.,1
transport moving pretty strongly morning jbht k np agt,1
bac home sale vey good !!!! :),1
aap would prefer hit bottom early started long climb up...,1
aap (65mins) evening star reversal potential downtrend resistance,-1
"overall market up, aap going down.. goog pop 800",1
"southern comfort tasty! oops, mean scco jjc",1
"user iswing like an, f here.. different sector looking good",1
nkd delivered knockout punch short still fighting beast,1
ddd let see break 36.50 hold today - former resistance level,1
"aap innovation dead? best selling computer, ipad mini, released 10/23/2012. iwatch? itv?",1
bought c today.,1
"aap historically released significant new product every 2-3 yrs. ipod 11/10/01, iphone 6/29/07, ipad 4/3/10, ipad mini 10/23/12",1
cat major thorn side today. short is.,-1
user: tjx stop loss 43.91 beating 44.27,1
x nited state steel corp. option trader bet 670k 4.5% move may expiration,1
v looking better swing trade long base high,1
cf 30 min triggered earlier.,1
"aap 480 call timmy cook investor meeting, .42...",1
pcn booking acceleration could drive multiple expansion going forward,1
user znga wanna see 10 day ema cross 200 sma confirmation & entry trade,1
equity alpha: qcom long watch. new chip internet everywhere appealing. b/o 65.70 tgt 67.50,1
watching cme today possible breakout,1
vbd may move back,1
"spw first solar showing sign fatigue. sunpower yes, first solar no.",1
fio reversal,1
like h here.,1
tjx stop loss 44.04 beating 44.43,1
aap massive volume,1
ea breaking out.,1
aap right hate stop,-1
tso - see one mentioned matrix lot today. see why. nice flag 20 ema bounce,1
"user: new jersey, nevada egalize online gambling, good news zynga znga",1
txn watch list back line volume 45% full day average,1
gevo gevo: ndervalued spec play arge short interest trading cash value,1
"user: somebody explain why, aap user board? best snake oil salesman world went 2m-500m 10 yr",1
user: cape bloomberg say permanent holder aap - missing? bought 10 return 100% div yr/yr,1
user bi-furcated market rule day . . .my friend m wmt tgt dt pp,-1
aap aways ignored wall street wanted. nobody complained stock going up.,1
mpc marathon petroleum option trader bet 2.4 million 21% move july 8 million dollar payday,1
aap sure like 444,1
aap seems pressured fill gap 430-431 area,-1
user: tjx stop loss 44.34 beating 44.59,1
ove price action far considering tension volatility... goog nkd strutting (long),1
aeg 30 min 1 overlaid 20 ema cruising higher,1
want sell nkd chatting instead reverse jinxing ...it feel like 200,1
hban huntington bank stop loss 6.96 ater beating 7.03,1
vz even flinching .... new utility choice!!!!!,1
"world waiting apple remake television industry, netflix beat punch. aap nfx",1
user: aap finish green predicted .... agree,1
spw 60 min,1
cee - user overbought 60,1
user: goog aap really showing off... look like male peacock here. aap 10x volume 2x market cap,1
cee 30 min updated - nice trigger early 11:15am,1
user: aap miss something? actual reason movement? downdraft,1
"waiting big rotation, profit taker get vapour~ware back aap div, high eps low p/e",1
qco picked long term position,1
user.. buy dip! -35% dip enough? aap,1
"aap get ready, see big move coming 440 triple bottom here!",1
f - nice trading peeps. take trail some. hammer fully formed now.,1
aap gonzo!,1
"aap market hate ow p/e, high eps, debt hge profits.. something wrong imho",1
ana bought 8 mar call top long position,1
jet sold +9.22%; taking profit,1
user: user bac u buy any? yep full position !,1
"pretty soon, itll take one share purchased offer bk.a, pcn, app move market 2%. #nomorevolume",1
wow invn took beating today...,-1
chear aap holics allot bull got butchered goog,1
"gpn need interest rate rise hope making money. earning float business model, folks.",-1
soon gpn need start offering groupons stock.,-1
user: aap earnings hope - flushed out. g conference hope - flushed out. annual meeting hope - flushed out.= time buy imho,1
jcp ceo tinkering new idea home bring customer in. patient till wiped out.,-1
"user: shd operate retail store. jcp cannot. big difference sears even worse, need retail store even",-1
"aap interesting ppl blame c/o heggies dark_pools stock prices, public little anybody",1
"g full year 2012 rev +50%, eps +72% v 2011.",1
ddd xone ssys pb 3d printing next big thing someone tell is?,1
great article aap 10:1 split pitching year!,1
owered price target gpn -1,-1
aap #4 used s. korea mean death. 444 kinda like 666 korean,-1
split adjusted ...kansas city ailroad 25 cent 1984 10 2009. today all-time high 104. short aap goog hmmm!,1
tif looking good.still need break 67. 74 next resistance level.,1
position great today except aap :o/,-1
nyse a/d remains strong nyx nya nyc spx djia,1
"quietly grinding higher, ton product jah #jaden corp come #wow!",1
looking fcx hold support 30,1
fom break neckline would give measured move target nearly 5.85.,1
czo nice move looking sqqq tqqq spx spxs spx sdow po straddle option swing trade oi price gas,1
"jcp j. c. penney tgt 22 25 citigroup, tgt 15 18 jpmorgan following earnings - short jcp",-1
"user: anyone like v? ooks bullish here, need little volume lift off.",1
swhc g liking swhc pm volume still low nice 9.59,1
ddd 3% premarket... wonder bought share 37.50....,1
watch list gapped open volume 4% average full day,1
"nfx 186, looking move 190",1
amzn alert update: went hard u playing now. would consider adding getting here.,-1
wen nice eady sprint new high ca,1
spw weve come love returns: significantly f since covered last summer,1
"nice see nkd giving bears/shorts day sun, -0.1%",1
ssys fundamental matter... headed 40. income 10% sales. 40mil net inc. put pe 60 stock 60. doubt,-1
infi watch list moving toward 42 line though volume far light today,1
ami taking,1
ami taking 820,1
cbmx happened fast 3.80 3.98 couldnt get ot quick enough without missing back 3.73 may another run watching,1
ddd possible move 38ish,1
df look bullish. ong beat 16.59. stop loss 16.49.,1
long yhoo 21.42. daily setup look great pas,1
aap likely nice batch new product hatch,1
exh watch list line volume 13% average full day,1
ffch watch list bit lien volume 13% average full day,1
jcp time user pound balance sheet cash issue,-1
"anik trying head higher, move 11.90ish po",1
"good, strong follow early today bby dndn others poised (set up) move:",1
"even breakout yhoo , highest level since 2008. (typed home office)",1
ddd picked half position,1
ng ng_f natural gas weekly supply lower point last yr. -12.1% week last yr. xco eca,1
pcn possible short gap close cant hold 685,-1
"pcn covered 682.90ish, leaving last piece gap close 685 stop",-1
picked spy 151 put .25 each. following esd g tell here.,-1
"pcn final tgt 680.30 so, 684.30 stop",-1
ticker actually stopped aap,1
jcp piper 16 target think 6,-1
wen ho hum new 52 week high ca spy dia,1
user: come nkd oomph (technical term),1
dnkn starting move,1
mako watch list moving toward line 12.54 volume 54% ave full day,1
user catching breath. watching dnkn?,1
cmg creeping 200 long term trend.,1
snts approaching 52wk high,1
c perfect follow day...,1
- struggling vol. resistance year. watching closing long position.,1
pk new high,1
pk peeling 4.16,1
zb taking,1
bac new high day :),1
fcfs easy look last 4 q income data:,1
mtg may done,1
user: anyone know option strike einhorn aap? must getting crushed news around 525,1
ddd worked 3d design software today. click layered part object 3d graphic 3d printer creates it. amazing stuff.,1
yhoo trying break hod,1
hd busted hod,1
aap buyer seller le 1m share last 2 hour,1
dn try long 3.11,1
"long csod, anticipating breakout, like space",1
"dn mtg gnw window dressing here, would surprised see reversal tomorrow. spy dia qqq",-1
invested trading hf jcp. step aside & let two elephant battle. collateral damage.,-1
bought znga 3.47. iking broke 200 sma yesterday & online gambling legalization,1
"affx strong, po",1
"yup user: bac jpm easoning nothing innuendos, speculation, well crap. mayo ashamed",1
aap look channel hugging 444 last 2 day outside 1 big pop drop,1
"aap > told yesterday buy yet. say buy, ill backing truck myself.",-1
"jcp 1x2 ratio spread go may. buying 30,000 16p 1.57 selling 60,000 12p .45 lower oi. opening position",-1
"jcp think one roll towards eod, one chance bankruptcy, cash balance lower, avail. c line lower",-1
bought 1/2 position ssys 62.79 going earnings monday,1
"somehow reminds tgt, jcp #ackman least buy call option jcp, still big trouble, fund redemption coming imho",-1
"#groupon & #jcpenney taking hit mkt today, 24% & 18%. gpn jcp",-1
g beats. take investing guns: swhc,1
isg someone got margin call move...craziness market towards close spy dia qqq could break mon.s high,-1
user: user: aap 1.5 trade close l - lot seller broad sell buyer = bigger drop look isrg,1
wow isg probed literally lol regulator,-1
user: g text book trendline break intraday -,-1
"worked eric efkofsky myself, count out. dude work magic tough situations. gpn",1
ovti 8% ah,-1
seems like good time rehash post working eric efkofsky... gpn,1
"gpn mason getting boot probably best news company since came public, solve problem biz tho...",-1
"elephant hunting isg, pcn, amzn, point figure review, high risk , define loss w opt",-1
"china natural gas drive may cut oil demand tenth, euters : ng ng_f xco chk eca sd cog kwk p",1
isg update feb 20th video review..if close 495 much lower come soon,-1
market wrap video + addition watch ist including: aiz cbmx cdx man mdso ndaq two,1
hd nice entry 67 look for. stock short. position now.,1
user: building position znga. ooking add pullbacks. cant ignore volume story,1
aap apple showing stong support area. however 400 next critical price.,1
user hell yes :) yhoo,1
"get nice 1-2 day move swy, gonna go pig wild it. traded 3 time already, big still waiting..",1
scco double top? 50 sma turning down.,-1
"nfx mar 205c (mar 8th expiry), tos show firing bid (1.50 x 1.53), sorry folks, bot!",1
"nvda nvidia tegra 4 benchmarked, crush competition.",1
user: gevo beginning new uptrend:,1
today game hf icahn team maybe little bit gpn memory andrew !,1
tek sleeping giant one day soon booom target 2.5-+,1
nfx get exclusive streaming right hunger game,1
ce watching move 3.50,1
"sd ammo help fire tom ward, needed imho... unfortunately shareholder expense. ng",1
infi watch list gapped line - vol 5% ave full day - watching,1
ce trying stay 3.50 need followthrough pattern may fail,1
amtd looking bounce 50sma,1
sqnm trying bounce need better volume,1
"ce took off, 3.45 stop",1
cdx watch list line volume 15% ave full day,1
"gmc really like one continues hold well, volume day",1
"nice day kicked nasdaq boys. nfx, bby, gmc green.",1
aap breaking support heavy volume - sharing insight video,-1
"notable open, general market heavy",1
aap breaking important level here.,-1
ce long 3.50-3.52 target 3.58 -3.60,1
"user ooks green me, plus 3% got buying 35.25 today ddd",1
get elephant guns...im going hunting aap im shooting yet...but im close.,1
bac marketmaket make lot short seller today till march 7 imo,1
nsph peeled 2.19,1
kex made awesome move thru 7.00 7.09 made nice score in!! - made nice profit share sold buying back 6.95 le,1
aap self-serving tweet aaps continuous slide w/tc ceo. spending &ds hyperdrive & 100+ talented people work w/jony ives.,1
hhc sold 30m residential lot summerlin vega 2012.... jan/feb 2013? 31m,1
nsph trying move gap,1
aap user fed this. new 1 yr low today apple 431.88. could 310.50 next?,-1
"math hhc sold 206 condo unit 29 hour hawaii dec. avg 1100 sqft, avg 1,500 sqft/condo (1.65m /unit) (own 25% project)",1
adding short bw portfolio. think next year estimate high.,-1
bac big volume today = big boy involved = im ! ! =,1
bac today weekly opex pin around 11.35-11.50 & next week going higher approach march 7th stresstest imo.,1
aap oversold,1
